ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	name
ENSG00000137727	506.1471142586824	-1.7522418360909298	0.37453182906332766	-4.67848577909423	2.8900121002019417e-06	7.2946894245631e-05	ARHGAP20	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]
ENSG00000152672	30.845634517302283	-2.690653477207645	0.5750936261526003	-4.678635538370032	2.8879024372335056e-06	7.2946894245631e-05	CLEC4F	C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]
MSTRG.54|NONHSAG000791.3	394.41460911818143	-1.370434023045643	0.2929223232974837	-4.678489531348789	2.8899592240348242e-06	7.2946894245631e-05	-	-
NONHSAG112254.1	28.756403515927115	-3.3161395616596496	0.7089679244469781	-4.677418325019943	2.9050922446237828e-06	7.32664264094118e-05	-	-
NONHSAG112384.1	18.892097551291798	-2.0628429026307593	0.44113792858819817	-4.67618576628087	2.9225987775918057e-06	7.3646569030007e-05	-	-
ENSG00000165799	20.882581551253043	-3.0971415651585636	0.6624471804621501	-4.675303415130957	2.935193287157981e-06	7.390240402874304e-05	RNASE7	ribonuclease A family member 7 [Source:HGNC Symbol;Acc:HGNC:19278]
ENSG00000132561	2537.8309551315137	-2.408472659327566	0.5155400945886179	-4.6717465520299415	2.986493315811579e-06	7.51315325932848e-05	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ENSG00000159648	10.138708269814247	-3.189267865176876	0.6828415601956241	-4.670582534934161	3.0034677496610524e-06	7.54958039665632e-05	TEPP	testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]
ENSG00000005513	154.24502526372314	-2.667471629031217	0.57123696238211	-4.669641155410564	3.017263198579454e-06	7.571679389868043e-05	SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]
MSTRG.5162|ENSG00000187260	358.40847326124157	-2.163789768443294	0.4633596671246685	-4.669784450317984	3.0151593677027973e-06	7.571679389868043e-05	WDR86	WD repeat domain 86 [Source:HGNC Symbol;Acc:HGNC:28020]
ENSG00000077616	94.68893262875785	-2.7494309700500947	0.5889031124768015	-4.668732278365064	3.030640002620643e-06	7.598946896380375e-05	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]
ENSG00000166147	23078.12269973937	1.3913927336510352	0.29804209481065114	4.668443679189008	3.0348994777008554e-06	7.603327631882341e-05	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
ENSG00000151320	341.8738786419288	-1.7088621430693685	0.36614928800389124	-4.6671185744630135	3.0545307122462873e-06	7.646180105493931e-05	AKAP6	A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376]
ENSG00000130775	1093.285598106709	1.3065043508572687	0.28000175050147574	4.666057796129324	3.0703337225846173e-06	7.67938675870255e-05	THEMIS2	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]
ENSG00000138738	343.09788080112975	-1.5781940870400493	0.3384140114438009	-4.663501018491765	3.1087464608718417e-06	7.762632251800776e-05	PRDM5	PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]
MSTRG.3646|ENSG00000159147	303.98546769202693	1.2165836081947539	0.2608708951344119	4.663546723247596	3.1080557687853067e-06	7.762632251800776e-05	DONSON	DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
NONHSAG075046.2	23.103046568690335	-2.3641687171637757	0.5071308961304334	-4.661851082635901	3.133779186489859e-06	7.818688647974368e-05	-	-
ENSG00000185002	19.58675101690928	-5.253070735526543	1.1271787510360827	-4.660370620629615	3.1564051509772874e-06	7.868652840953593e-05	RFX6	regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478]
ENSG00000145451	48.86166939119017	-3.496363669095439	0.7504783953994306	-4.658846531131057	3.179861526877885e-06	7.92060323040595e-05	GLRA3	glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]
NONHSAG001768.2	14.997072856066724	-2.373930045113437	0.509667678701975	-4.657799865118734	3.196066894583075e-06	7.954421751452482e-05	-	-
MSTRG.4974|ENSG00000106278	401.03363463798627	-2.758907468047318	0.592649895890364	-4.655206197079458	3.2365663233118957e-06	8.048598455933543e-05	PTPRZ1	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
MSTRG.1949|ENSG00000103253	143.84588107217695	1.883179877563246	0.40459562843270935	4.654474110009937	3.2480864472608344e-06	8.070614798021502e-05	HAGHL	hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]
ENSG00000171067	1320.1497371813794	1.3481423290829033	0.289733027965995	4.653050218496769	3.2706055381905672e-06	8.119902051501176e-05	C11orf24	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]
ENSG00000173221	843.5920229019644	1.4299397640569969	0.307415336506715	4.651491302633049	3.295431756915722e-06	8.174831696007985e-05	GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]
ENSG00000165168	4610.179145799982	1.5263288485564357	0.32821129738800053	4.650445797275711	3.3121828963638574e-06	8.19721967566228e-05	CYBB	cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]
MSTRG.4046|ENSG00000181722	16273.131017738959	-1.1874819662630527	0.25534849047468294	-4.650436601585424	3.3123305918248624e-06	8.19721967566228e-05	ZBTB20	zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503]
NONHSAG083412.2	81.16785962799388	-1.7472600321583822	0.3757208353188908	-4.6504209186999335	3.3125824951542985e-06	8.19721967566228e-05	-	-
NONHSAG110872.1	203.9300336543929	-2.2498494803825717	0.48382352101745063	-4.650144903355006	3.317018946796509e-06	8.20149194492235e-05	-	-
NONHSAG020166.3	51.04451229393282	1.4128398328386422	0.30385418551388726	4.649729706534091	3.3237032253168282e-06	8.211310564162326e-05	-	-
ENSG00000178828	11.820478471311125	-5.326728225257529	1.1461805821721203	-4.647372593909135	3.361896043190805e-06	8.292128920222211e-05	RNF186	ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]
ENSG00000178199	241.39055030935342	1.3849505312070516	0.29799834092868716	4.647510878385994	3.359643816004627e-06	8.292128920222211e-05	ZC3H12D	zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175]
ENSG00000170579	158.74522300224928	-2.164302275252815	0.46572747908929196	-4.647143173696784	3.3656357842094422e-06	8.294592945709655e-05	DLGAP1	DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]
MSTRG.1963|ENSG00000126603	1117.018164902792	0.8653520422494058	0.1862883421699092	4.645229176284894	3.396991397464169e-06	8.365056765895493e-05	GLIS2	GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]
NONHSAG106548.1	50.14480553804254	-2.458961295251789	0.5296971635885533	-4.642202119024009	3.4471540358833656e-06	8.475046904749743e-05	-	-
ENSG00000121933	79.77418229727768	2.461774068890912	0.5303037914483103	4.642195866953115	3.4472583729007846e-06	8.475046904749743e-05	TMIGD3	transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375]
ENSG00000154839	211.72595475377045	1.293868256233704	0.2787679135704865	4.6413815695705924	3.4608736009465302e-06	8.50161352751995e-05	SKA1	spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]
MSTRG.5375|ENSG00000160957	535.0246940619517	2.072742818109785	0.44661756832102706	4.640979139942622	3.46762133509273e-06	8.511280785502545e-05	RECQL4	RecQ like helicase 4 [Source:HGNC Symbol;Acc:HGNC:9949]
ENSG00000103653	1971.554366574569	0.9204058156743161	0.1983334903676229	4.6406979172720115	3.4723442191748752e-06	8.515966405924508e-05	CSK	C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]
ENSG00000225783	385.29198446085553	1.4519036631916165	0.31303764540974854	4.638112011388141	3.5160622926573493e-06	8.602272370653357e-05	MIAT	myocardial infarction associated transcript [Source:HGNC Symbol;Acc:HGNC:33425]
MSTRG.3969|ENSG00000151090	1751.5932426418206	-1.2408834853746673	0.2675365051316057	-4.638183805100749	3.514841435957315e-06	8.602272370653357e-05	THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]
MSTRG.4331|ENSG00000154553	2903.8279032304004	-1.6912546853358308	0.364640104023185	-4.638147770022289	3.5154541639681272e-06	8.602272370653357e-05	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
NONHSAG009658.2	57.14110214556694	-2.412287844238243	0.5201310968841191	-4.637845840575999	3.5205920935322812e-06	8.606397343995232e-05	-	-
ENSG00000151365	830.1392281530153	-2.5455949479885245	0.5488977540395761	-4.637648686398131	3.5239509486293137e-06	8.607655489049036e-05	THRSP	thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]
ENSG00000100263	405.123084095528	1.1646193862202419	0.25117082394310225	4.6367622159971225	3.539091476838734e-06	8.637666488310277e-05	RHBDD3	rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]
ENSG00000088305	311.20452767887804	1.7220547921836797	0.37143504154681733	4.636220602698908	3.548372670420539e-06	8.653340088445383e-05	DNMT3B	DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979]
ENSG00000196104	19.541150315511608	-3.8819094335091533	0.8374170972779126	-4.635574609268897	3.55947306116083e-06	8.668782182903623e-05	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]
MSTRG.2273|ENSG00000141736	56610.52395196621	2.8243350631743973	0.6093031944888387	4.635352462814199	3.5632979895361173e-06	8.668782182903623e-05	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
ENSG00000139304	124.57481586808802	-2.7333134895360427	0.5896640077243808	-4.635374473820082	3.5629188271549236e-06	8.668782182903623e-05	PTPRQ	protein tyrosine phosphatase receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]
ENSG00000260572	21.395560740367888	-2.105446371946388	0.4545210851311288	-4.632230364712275	3.6174730861709123e-06	8.793510480311365e-05	-	novel transcript, antisense to PPM1L
ENSG00000163873	578.2632414639106	-2.646894440906578	0.5715058863131821	-4.63143863308539	3.6313363371885113e-06	8.820125434082914e-05	GRIK3	glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]
ENSG00000112164	40.69454013554198	-2.66515658035747	0.5755410836894186	-4.630697366160013	3.64436210805519e-06	8.844665183494969e-05	GLP1R	glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]
ENSG00000036672	272.2329685226029	-1.9339734744011974	0.41769103186587797	-4.630153215791817	3.65395258490833e-06	8.8608350184027e-05	USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]
ENSG00000197409	991.237695385546	1.9183770957180963	0.4143728038480371	4.629592188249938	3.663865848076321e-06	8.877761090967316e-05	H3C4	H3 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4767]
MSTRG.4085|ENSG00000163584	739.3568142006089	1.4687132140759998	0.31733253613563595	4.628309570652517	3.6866264366992835e-06	8.921123402690325e-05	RPL22L1	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]
MSTRG.4616|ENSG00000233822	1017.5996001616368	1.6567192396372385	0.3579578979945775	4.628251671268712	3.687657076647369e-06	8.921123402690325e-05	H2BC15	H2B clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:4749]
ENSG00000179331	63.03523941993287	1.338193845286706	0.2892837937291324	4.625885978734463	3.7300046794201122e-06	9.01372548492239e-05	RAB39A	RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]
MSTRG.5744	660.1452927524151	-1.851285059521401	0.40021025672138466	-4.625781144860099	3.7318920276922264e-06	9.01372548492239e-05	-	-
MSTRG.441	89.72097066605903	-1.9000544690288086	0.4107948190073415	-4.625312640554144	3.7403378116515175e-06	9.026920536827872e-05	-	-
NONHSAG068872.2	51.89552881342016	-1.982222437112808	0.42861587170799464	-4.624706101558569	3.751299183256431e-06	9.046160835224911e-05	-	-
ENSG00000144119	10.669863647693328	-3.3474036477588287	0.7243450235496104	-4.621283420095955	3.813733381070348e-06	9.18939705770008e-05	C1QL2	complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]
ENSG00000233818	10.530996763454985	2.5929955719631597	0.5611253901526673	4.621062631398082	3.8177948715792585e-06	9.191865075057652e-05	-	novel transcript
ENSG00000179218	28499.63986557945	1.227805064224755	0.26579110979402604	4.619436162391732	3.84784240618678e-06	9.256844402292266e-05	CALR	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]
MSTRG.5821|ENSG00000235244	310.9064749463222	-1.8041440277405296	0.3905882529140574	-4.61904323614541	3.855135284390183e-06	9.259667797363849e-05	DANT2	DXZ4 associated non-coding transcript 2, distal [Source:HGNC Symbol;Acc:HGNC:50862]
MSTRG.1258|ENSG00000067798	908.669984815128	-1.5211368399413085	0.3293139079122389	-4.619109012385492	3.8539135267761005e-06	9.259667797363849e-05	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
ENSG00000163507	366.09235193902055	1.7647576512453051	0.3820900307180491	4.618695881514769	3.861593365786501e-06	9.267824077887604e-05	CIP2A	cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]
ENSG00000136240	7890.289755867697	1.2554268305739882	0.2718601601910691	4.617913966105396	3.876168848079214e-06	9.295433757390597e-05	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]
ENSG00000029993	913.7442427778697	2.1387043142019206	0.46342413623559653	4.615004154886403	3.930874522893538e-06	9.419159664358673e-05	HMGB3	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]
MSTRG.5812|ENSG00000133134	123.4901385585059	-1.8972177803508932	0.41122088447701505	-4.61362214801845	3.9571153001644335e-06	9.47453619020383e-05	BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933]
ENSG00000170369	8.716487354690758	4.593996088667815	0.9964896821589395	4.6101792832563175	4.0232186229908285e-06	9.62519275938296e-05	CST2	cystatin SA [Source:HGNC Symbol;Acc:HGNC:2474]
ENSG00000169682	1052.4120068334178	0.8855139412234789	0.19209228416748678	4.609836074682689	4.02986596431862e-06	9.633480532712378e-05	SPNS1	sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]
MSTRG.5463|ENSG00000148180	38984.478441442065	-1.5706605386912362	0.3409162405607871	-4.607174290399286	4.081778580776892e-06	9.749877424517117e-05	GSN	gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]
ENSG00000185559	120.95434043155512	-2.1866525015593754	0.4750162861144534	-4.603321118620572	4.15806349059521e-06	9.924261315407998e-05	DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]
ENSG00000181234	1020.905779502161	-3.345151918420665	0.7269734630389706	-4.601477342015912	4.195047982869591e-06	9.997912726436608e-05	TMEM132C	transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436]
NONHSAG077521.1	35.60910259680451	-3.118911115343966	0.6778099879543219	-4.601453461547622	4.195529065085412e-06	9.997912726436608e-05	-	-
ENSG00000138795	505.67697727717285	1.436149828189178	0.3121392800446424	4.60099039116057	4.204868274141787e-06	0.00010012284299655943	LEF1	lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]
ENSG00000196550	125.90507481689487	1.5237899912060637	0.3312517440081482	4.600096508981945	4.222952472804604e-06	0.00010041433288972511	FAM72A	family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]
ENSG00000131389	2735.6898566453515	1.1867914363826044	0.25799492041633226	4.600057375034564	4.2237458950773214e-06	0.00010041433288972511	SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]
MSTRG.4883|ENSG00000106105	3227.659999657198	1.1927168336809664	0.25929606037541625	4.5998262833385	4.22843408301074e-06	0.00010044688311478573	GARS1	glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162]
ENSG00000227199	116.34660069476674	-1.2637331013061661	0.27479521032841664	-4.598817787965946	4.2489519887484385e-06	0.00010085512391175118	ST7-AS1	ST7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16000]
MSTRG.5618|ENSG00000160446	504.07529052580253	1.2789681819168182	0.27821841586276397	4.5969932577996255	4.286314839338119e-06	0.00010166225101702886	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]
ENSG00000183117	62.7422539085137	-2.3384289274493097	0.5087198318186662	-4.596693073846677	4.29249210620792e-06	0.00010172903766818833	CSMD1	CUB and Sushi multiple domains 1 [Source:HGNC Symbol;Acc:HGNC:14026]
ENSG00000178966	461.54950889483604	1.413350113211482	0.3075065692554188	4.596162340966237	4.30343455020897e-06	0.00010190856277584059	RMI1	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]
ENSG00000162738	627.1078816851547	-1.817703340343527	0.395704955350731	-4.593582455222011	4.357007470314772e-06	0.00010309653954777659	VANGL2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]
ENSG00000115423	160.5022051028837	-1.8455895924990333	0.40181519552912387	-4.593130406799818	4.366460088399645e-06	0.00010323949071509911	DNAH6	dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]
ENSG00000164211	301.644299441333	1.1357484363252477	0.24728945472219077	4.59278960197137	4.373599520143453e-06	0.00010332756899111747	STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
ENSG00000144485	112.81317875416102	2.201115676534718	0.47933513896043445	4.592018188586011	4.389800991351796e-06	0.00010362943619521902	HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]
ENSG00000171885	23.529715536544032	-3.4865417328994175	0.7593420102345281	-4.591530148348536	4.400080649185933e-06	0.00010379114634993225	AQP4	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]
ENSG00000229246	13.820435765695494	-2.601679845734125	0.5669663004818906	-4.588773342477036	4.4585821117070396e-06	0.00010491516372587759	LINC00377	long intergenic non-protein coding RNA 377 [Source:HGNC Symbol;Acc:HGNC:42703]
ENSG00000169403	1037.0722461287758	1.5246408732627852	0.3322561760919089	4.588751039020681	4.4590584325390765e-06	0.00010491516372587759	PTAFR	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]
MSTRG.934|ENSG00000254986	1383.4416150230593	1.5370465761647578	0.3349683584339722	4.58863214230348	4.4615984574148975e-06	0.00010491516372587759	DPP3	dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008]
ENSG00000254605	13.074187218725688	2.47768373120133	0.5399386910880504	4.588824198185275	4.457496200752888e-06	0.00010491516372587759	-	novel transcript
MSTRG.125|ENSG00000097046	235.56785574599317	1.4114923579162457	0.3076189223673937	4.588444517826118	4.46560955315914e-06	0.00010492795614659023	CDC7	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
ENSG00000146233	103.90113379002345	-1.9975075148183976	0.43540284677709035	-4.587722679362832	4.481073482715988e-06	0.00010514706636397466	CYP39A1	cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]
ENSG00000117450	6395.6720454836295	1.4431559351865373	0.31457171810600354	4.587684944710212	4.481883280780046e-06	0.00010514706636397466	PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
ENSG00000264230	359.09478718922446	-3.6122993114418422	0.7876142303368397	-4.586381469894173	4.5099425052378275e-06	0.00010564156345086501	ANXA8L1	annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]
ENSG00000262406	92.0243748159631	3.2252382218430493	0.7032136763015112	4.586427042781503	4.508958648623401e-06	0.00010564156345086501	MMP12	matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]
ENSG00000158473	89.20937095650334	1.6684453284574547	0.36380840436177964	4.586054935658697	4.516997953438498e-06	0.00010572500082201292	CD1D	CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]
ENSG00000222032	7.992283969832553	5.1771283284930725	1.1291558225293956	4.584954729185125	4.540848110357851e-06	0.00010620110294580372	-	novel protein (LOC728009)
ENSG00000215018	66.9790942928481	-1.9692918861827278	0.4295953472493656	-4.584062417788758	4.56028009363236e-06	0.00010657321757041679	COL28A1	collagen type XXVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22442]
ENSG00000164109	372.2672875765754	2.025861696574359	0.4422958838151494	4.580331336343695	4.642398716090366e-06	0.00010840860705536948	MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]
MSTRG.4542|ENSG00000113648	5654.4929160816255	1.0234845776550823	0.22349212914689065	4.579510614364389	4.660651376260962e-06	0.00010875092771870607	MACROH2A1	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]
ENSG00000272320	11.482397617542366	-2.5206233808574012	0.5505252961324887	-4.578578674885796	4.68146083427635e-06	0.00010915233489101652	-	novel transcript, antisense to SLC22A23
ENSG00000258611	26.836955415612994	-2.9463272995419527	0.6436520756315456	-4.577515417240042	4.705311215788763e-06	0.00010962397123528186	YBX2P2	YBX2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54721]
MSTRG.1472|ENSG00000051825	858.9715710640395	1.0002940908617293	0.21855244304934293	4.576906471074731	4.719023116025769e-06	0.0001098588581410799	MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]
MSTRG.976|ENSG00000149294	696.6262835828647	-2.3783050943469917	0.5196816084329231	-4.5764657739546815	4.7289703447541735e-06	0.00011000580977220623	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
ENSG00000054598	1539.9852432218192	-1.290615436038839	0.28214705200509704	-4.574265181461205	4.778942464234853e-06	0.00011108288382304424	FOXC1	forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]
ENSG00000162998	654.3754882808529	-1.3893539691004493	0.30379668516192576	-4.573301938300985	4.800975050533266e-06	0.00011146456479876779	FRZB	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]
ENSG00000065621	324.6870722451127	-1.8498422002663892	0.40449398919288737	-4.5732254364459095	4.802729067459463e-06	0.00011146456479876779	GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]
ENSG00000157927	210.13574396633115	-1.788665732475862	0.39126276342596006	-4.571520470831457	4.84197977010637e-06	0.00011228940671455876	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]
ENSG00000103546	36.498630438914596	-3.706781765267458	0.8110853220494576	-4.570150222791764	4.873747298616346e-06	0.00011293957752321982	SLC6A2	solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]
ENSG00000187730	61.82451408843039	1.9388281841766857	0.424355735591043	4.568874700082195	4.903498054760672e-06	0.00011354205442178804	GABRD	gamma-aminobutyric acid type A receptor subunit delta [Source:HGNC Symbol;Acc:HGNC:4084]
ENSG00000133169	21.216295753454514	-3.065728749897002	0.6710548370901406	-4.568521945524986	4.911756483603616e-06	0.00011364632891420477	BEX1	brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]
ENSG00000260997	27.551002599377625	1.76526473808439	0.3866263037191286	4.565816451450746	4.975539857942487e-06	0.00011503417743374441	-	novel transcript, overlapping MYO1G
MSTRG.1415|ENSG00000123329	405.11727582810494	1.1722242933980411	0.25678372590942333	4.56502564267459	4.9943328862052164e-06	0.00011538052707489669	ARHGAP9	Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130]
MSTRG.5555|ENSG00000107282	617.8867832615364	-1.2796085545891827	0.2804589474648023	-4.562552081708051	5.053555216411231e-06	0.00011665964536191419	APBA1	amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]
ENSG00000130294	296.07682596060556	3.031249637190744	0.6646765843332877	4.560488075913307	5.10348604711244e-06	0.00011772248607455097	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]
ENSG00000176887	1353.4562664313664	2.9573728800781014	0.6485608791259493	4.5599001963604175	5.117793792364453e-06	0.00011796261335271728	SOX11	SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]
ENSG00000167074	1040.5464836517403	-1.3054286824125816	0.28631282627109367	-4.559448835786854	5.128805012508857e-06	0.00011805793926655413	TEF	TEF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:11722]
MSTRG.4774|ENSG00000204257	2186.070922056423	1.0292035268138895	0.22573959400885235	4.559251252899522	5.133632304876594e-06	0.00011805793926655413	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]
ENSG00000138685	1863.1666062555878	-2.2343218752813367	0.4900583733981292	-4.55929741550635	5.1325040830424966e-06	0.00011805793926655413	FGF2	fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]
MSTRG.1098|ENSG00000168004	411.0001443613776	-3.0348193976602427	0.665878005016823	-4.557620727513847	5.1736353005587364e-06	0.00011888754649666636	PLAAT5	phospholipase A and acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24978]
ENSG00000163618	20.812143269419987	2.0571728742478568	0.4514775995160225	4.556533649627615	5.200471110444325e-06	0.00011941354907927696	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]
ENSG00000169760	174.3422403811296	-2.2435271552058844	0.49263215556778295	-4.554163040007221	5.259455433917966e-06	0.00012067639063843314	NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]
ENSG00000204516	200.1075490649641	1.505608042736632	0.33069570903068685	4.552850253635796	5.292394557257381e-06	0.00012134017339457376	MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]
ENSG00000167114	1024.6356777280282	1.3114818563569846	0.2881468739674878	4.551435309011756	5.3281180772476946e-06	0.00012197440657324071	SLC27A4	solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]
ENSG00000108829	4549.415780830035	1.3396055809852017	0.2943161789348917	4.55158661624765	5.324286983377796e-06	0.00012197440657324071	LRRC59	leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]
ENSG00000130988	69.32030305034941	-2.2584445356510385	0.4963976337015122	-4.549668214190278	5.3730567151142775e-06	0.00012291019533349848	RGN	regucalcin [Source:HGNC Symbol;Acc:HGNC:9989]
ENSG00000131686	9.313536769103615	-3.275068953762082	0.7199284808684859	-4.549158757841059	5.386079842170232e-06	0.00012311504557661624	CA6	carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]
MSTRG.977|ENSG00000109906	13300.520578334786	-1.8324696436752284	0.403048879947111	-4.546519627881584	5.454028579454722e-06	0.00012457412900273034	ZBTB16	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
NONHSAG035969.3	21.113251696915956	-3.8493137422251142	0.8473433600211547	-4.542802745428975	5.551119040748594e-06	0.0001266961286947326	-	-
